id,w,v
6140,25,22
6141,9,23
6142,96,58
6143,9,92
6144,68,66
6145,73,58
6146,81,14
6147,86,97
6148,87,66
6149,87,68
6150,62,90
6151,13,4
6152,36,93
6153,84,32
6154,42,86
6155,89,36
6156,8,74
6157,48,21
6158,37,40
6159,23,9
6160,62,71
6161,99,7
6162,70,12
6163,99,77
6164,42,16
6165,3,28
6166,22,22
6167,34,84
6168,64,76
6169,40,68
6170,18,41
6171,61,68
6172,34,27
6173,78,42
6174,41,8
6175,49,30
6176,89,7
6177,66,93
6178,73,16
6179,45,67
6180,9,74
6181,30,15
6182,29,24
6183,16,31
6184,8,93
6185,89,70
6186,97,61
6187,52,26
6188,15,16
6189,16,65
6190,66,41
6191,4,18
6192,85,56
6193,43,3
6194,13,84
6195,3,27
6196,34,32
6197,80,41
6198,65,51
6199,58,31
6200,90,1
6201,43,72
6202,10,67
6203,42,78
6204,99,22
6205,65,44
6206,15,12
6207,40,82
6208,82,84
6209,54,27
6210,28,67
6211,91,4
6212,99,63
6213,54,94
6214,93,27
6215,37,22
6216,56,3
6217,40,50
6218,1,41
6219,86,47
6220,66,40
6221,58,29
6222,8,24
6223,16,58
6224,48,98
6225,46,55
6226,38,78
6227,33,63
6228,14,46
6229,80,30
6230,21,32
6231,65,65
6232,24,79
6233,73,14
6234,98,26
6235,13,46
6236,60,38
6237,46,81
6238,12,5
6239,37,98
6240,16,86
6241,59,84
6242,77,91
6243,30,93
6244,93,41
6245,37,72
6246,76,79
6247,33,4
6248,9,22
6249,93,42
6250,9,63
6251,26,35
6252,26,68
6253,42,56
6254,81,80
6255,10,38
6256,48,45
6257,22,46
6258,94,77
6259,22,31
6260,43,57
6261,34,49
6262,68,7
6263,1,70
6264,90,2
6265,42,55
6266,95,82
6267,2,98
6268,6,91
6269,82,53
6270,14,3
6271,52,6
6272,77,18
6273,91,40
6274,25,65
6275,56,4
6276,40,72
6277,66,93
6278,88,81
6279,74,17
6280,49,34
6281,84,69
6282,94,13
6283,93,71
6284,41,10
6285,89,6
6286,59,21
6287,54,77
6288,95,94
6289,41,8
6290,50,81
6291,53,59
6292,60,85
6293,22,40
6294,76,64
6295,64,15
6296,97,79
6297,44,76
6298,31,80
6299,22,41
6300,40,77
6301,16,49
6302,81,75
6303,45,52
6304,35,35
6305,9,88
6306,2,12
6307,8,59
6308,74,65
6309,14,26
6310,21,44
6311,18,89
6312,10,7
6313,2,68
6314,11,97
6315,89,86
6316,9,53
6317,34,23
6318,26,39
6319,64,47
6320,19,23
6321,19,25
6322,59,38
6323,90,57
6324,24,66
6325,45,58
6326,93,73
6327,33,51
6328,32,1
6329,61,40
6330,88,47
6331,99,32
6332,86,13
6333,76,36
6334,91,8
6335,24,34
6336,9,10
6337,54,67
6338,51,72
6339,11,25
6340,82,83
6341,39,82
6342,81,32
6343,4,97
6344,39,90
6345,18,58
6346,32,67
6347,68,64
6348,41,73
6349,29,68
6350,88,42
6351,77,37
6352,96,62
6353,54,98
6354,88,49
6355,18,87
6356,14,89
6357,82,44
6358,85,60
6359,72,10
6360,71,12
6361,88,92
6362,29,94
6363,48,45
6364,80,30
6365,74,66
6366,42,66
6367,50,99
6368,35,93
6369,84,69
6370,32,37
6371,3,23
6372,93,34
6373,79,61
6374,94,93
6375,85,64
6376,68,18
6377,52,11
6378,81,25
6379,33,1
6380,2,59
6381,10,16
6382,63,27
6383,44,17
6384,52,58
6385,32,41
6386,90,29
6387,99,28
6388,87,84
6389,64,84
6390,70,96
6391,30,13
6392,71,37
6393,5,26
6394,71,20
6395,94,38
6396,10,44
6397,34,40
6398,44,37
6399,98,43
6400,34,58
6401,9,38
6402,53,48
6403,46,88
6404,28,15
6405,25,75
6406,67,92
6407,35,2
6408,14,75
6409,8,15
6410,30,61
6411,5,49
6412,38,50
6413,62,63
6414,58,69
6415,97,45
6416,1,40
6417,52,56
6418,31,10
6419,19,41
6420,85,10
6421,42,56
6422,47,69
6423,1,59
6424,70,83
6425,41,24
6426,8,34
6427,50,50
6428,17,52
6429,69,45
6430,28,22
6431,29,15
6432,73,60
6433,20,63
6434,11,95
6435,43,76
6436,88,1
6437,50,25
6438,60,76
6439,8,35
6440,8,93
6441,43,38
6442,68,78
6443,86,41
6444,11,38
6445,88,85
6446,57,60
6447,57,93
6448,70,55
6449,30,27
6450,65,44
6451,77,36
6452,35,64
6453,77,12
6454,33,20
6455,35,0
6456,94,78
6457,42,13
6458,90,66
6459,77,74
6460,20,36
6461,74,49
6462,3,72
6463,85,42
6464,8,3
6465,25,87
6466,81,88
6467,22,19
6468,88,88
6469,76,89
6470,45,73
6471,43,40
6472,98,57
6473,92,5
6474,2,61
6475,30,56
6476,36,27
6477,40,75
6478,1,45
6479,90,79
6480,3,99
6481,2,52
6482,27,28
6483,54,75
6484,45,36
6485,55,94
6486,58,36
6487,96,68
6488,83,62
6489,70,74
6490,80,27
6491,22,80
6492,91,62
6493,90,4
6494,35,55
6495,92,72
6496,71,76
6497,17,34
6498,55,51
6499,88,41
6500,65,52
6501,77,33
6502,15,0
6503,97,44
6504,16,34
6505,11,83
6506,52,48
6507,40,95
6508,10,10
6509,87,12
6510,73,15
6511,82,45
6512,28,84
6513,17,49
6514,1,45
6515,49,5
6516,7,92
6517,3,56
6518,8,89
6519,94,15
6520,59,28
6521,73,33
6522,95,45
6523,45,62
6524,19,45
6525,79,78
6526,99,23
6527,93,69
6528,18,82
6529,71,13
6530,45,90
6531,0,43
6532,33,89
6533,44,41
6534,45,19
6535,40,87
6536,11,8
6537,4,28
6538,95,93
6539,37,4
6540,43,57
6541,79,20
6542,13,14
6543,32,78
6544,90,74
6545,74,17
6546,56,63
6547,46,51
6548,98,54
6549,5,73
6550,82,3
6551,95,78
6552,32,18
6553,77,40
6554,61,0
6555,91,60
6556,75,82
6557,19,24
6558,27,45
6559,48,14
6560,18,9
6561,79,82
6562,12,31
6563,98,12
6564,94,76
6565,82,39
6566,91,80
6567,62,29
6568,82,79
6569,24,45
6570,50,99
6571,24,53
6572,69,62
6573,22,79
6574,73,70
6575,61,82
6576,16,82
6577,25,72
6578,11,62
6579,9,59
6580,77,90
6581,26,65
6582,28,51
6583,14,4
6584,89,58
6585,32,54
6586,64,21
6587,23,96
6588,47,55
6589,37,77
6590,63,4
6591,34,2
6592,90,97
6593,81,83
6594,63,81
6595,6,16
6596,67,40
6597,13,45
6598,98,10
6599,34,15
6600,77,32
6601,78,52
6602,57,87
6603,52,21
6604,31,97
6605,67,14
6606,57,23
6607,36,81
6608,50,71
6609,3,83
6610,66,11
6611,22,91
6612,52,50
6613,12,8
6614,83,20
6615,79,97
6616,38,24
6617,97,55
6618,31,51
6619,17,80
6620,7,30
6621,9,89
6622,36,68
6623,42,81
6624,2,31
6625,38,7
6626,94,32
6627,65,12
6628,84,25
6629,79,22
6630,52,94
6631,13,36
6632,28,66
6633,18,55
6634,72,59
6635,28,8
6636,94,16
6637,83,4
6638,22,70
6639,5,80
6640,88,53
6641,58,96
6642,41,57
6643,50,58
6644,16,8
6645,29,91
6646,26,82
6647,39,6
6648,4,38
6649,88,40
6650,79,54
6651,37,67
6652,43,22
6653,64,29
6654,25,57
6655,16,47
6656,11,18
6657,25,63
6658,14,57
6659,66,98
6660,30,60
6661,35,18
6662,99,59
6663,69,68
6664,84,65
6665,16,41
6666,35,37
6667,69,31
6668,4,29
6669,20,41
6670,35,18
6671,40,34
6672,7,24
6673,56,49
6674,5,0
6675,76,20
6676,11,47
6677,93,85
6678,25,61
6679,56,34
6680,57,46
6681,66,88
6682,70,75
6683,60,65
6684,60,96
6685,77,16
6686,58,4
6687,48,81
6688,16,46
6689,98,41
6690,49,15
6691,17,64
6692,40,19
6693,90,66
6694,63,20
6695,60,3
6696,44,29
6697,93,47
6698,67,24
6699,81,52
6700,59,91
6701,16,1
6702,84,95
6703,89,79
6704,2,33
6705,49,90
6706,40,56
6707,32,90
6708,63,4
6709,34,14
6710,28,29
6711,12,29
6712,59,39
6713,10,59
6714,54,41
6715,80,30
6716,13,99
6717,12,50
6718,15,96
6719,83,77
6720,37,83
6721,1,51
6722,45,46
6723,74,46
6724,30,68
6725,62,45
6726,50,76
6727,89,18
6728,56,11
6729,20,96
6730,43,40
6731,15,90
6732,70,10
6733,91,81
6734,6,10
6735,57,7
6736,17,7
6737,3,17
6738,84,26
6739,35,63
6740,15,29
6741,34,50
6742,72,7
6743,71,95
6744,81,25
6745,16,1
6746,94,32
6747,11,39
6748,74,30
6749,9,19
6750,25,33
6751,80,53
6752,10,22
6753,27,84
6754,93,74
6755,46,62
6756,0,15
6757,29,87
6758,86,4
6759,13,72
6760,84,42
6761,17,56
6762,83,22
6763,75,74
6764,2,75
6765,11,56
6766,24,90
6767,59,87
6768,80,26
6769,68,16
6770,89,25
6771,15,15
6772,92,28
6773,56,18
6774,36,70
6775,11,80
6776,80,65
6777,64,43
6778,71,44
6779,81,47
6780,64,72
6781,64,23
6782,67,99
6783,79,37
6784,56,29
6785,14,49
6786,38,75
6787,56,50
6788,35,86
6789,46,40
6790,46,6
6791,2,41
6792,13,74
6793,56,15
6794,96,57
6795,81,89
6796,33,93
6797,30,86
6798,38,11
6799,63,10
6800,68,87
6801,11,18
6802,21,85
6803,90,42
6804,37,84
6805,84,89
6806,88,39
6807,98,89
6808,63,97
6809,50,96
6810,15,85
6811,0,94
6812,54,22
6813,22,15
6814,1,99
6815,76,7
6816,77,30
6817,24,68
6818,39,74
6819,80,29
6820,70,95
6821,17,69
6822,86,25
6823,14,17
6824,74,39
6825,26,77
6826,1,81
6827,70,0
6828,29,88
6829,83,15
6830,4,33
6831,21,80
6832,76,36
6833,48,75
6834,2,22
6835,60,57
6836,42,70
6837,82,19
6838,44,84
6839,11,69
6840,54,83
6841,87,24
6842,8,56
6843,30,4
6844,32,62
6845,42,30
6846,75,80
6847,79,97
6848,59,61
6849,65,19
6850,40,10
6851,6,35
6852,21,69
6853,3,52
6854,82,61
6855,20,77
6856,47,90
6857,30,31
6858,74,82
6859,61,22
6860,33,32
6861,90,72
6862,59,32
6863,2,18
6864,16,3
6865,47,20
6866,63,5
6867,3,19
6868,15,0
6869,31,49
6870,5,31
6871,14,56
6872,93,99
6873,38,71
6874,81,64
6875,50,54
6876,38,91
6877,69,20
6878,50,46
6879,49,18
6880,38,8
6881,27,61
6882,33,7
6883,11,88
6884,56,16
6885,7,91
6886,27,94
6887,9,80
6888,32,26
6889,88,80
6890,67,65
6891,26,87
6892,46,82
6893,51,64
6894,89,37
6895,21,30
6896,49,0
6897,25,68
6898,24,13
6899,57,40
6900,48,80
6901,62,1
6902,18,83
6903,56,35
6904,36,67
6905,47,2
6906,14,41
6907,56,31
6908,24,57
6909,29,22
6910,37,81
6911,61,34
6912,0,45
6913,20,99
6914,30,42
6915,49,93
6916,59,0
6917,53,66
6918,60,21
6919,51,34
6920,78,31
6921,72,12
6922,56,81
6923,49,44
6924,10,12
6925,55,87
6926,0,55
6927,82,70
6928,17,25
6929,81,19
6930,22,14
6931,1,16
6932,54,29
6933,91,81
6934,19,96
6935,31,73
6936,92,33
6937,79,59
6938,40,64
6939,25,43
6940,99,24
6941,68,18
6942,68,22
6943,8,94
6944,83,27
6945,35,27
6946,24,38
6947,99,33
6948,31,98
6949,81,7
6950,73,57
6951,4,67
6952,15,5
6953,71,64
6954,30,34
6955,3,60
6956,91,12
6957,1,17
6958,12,46
6959,2,46
6960,50,56
6961,67,25
6962,40,57
6963,35,56
6964,88,16
6965,83,12
6966,88,79
6967,21,54
6968,84,20
6969,13,76
6970,38,27
6971,84,14
6972,14,9
6973,77,14
6974,19,84
6975,0,57
6976,70,23
6977,17,19
6978,58,3
6979,14,80
6980,55,37
6981,80,96
6982,75,98
6983,39,88
6984,62,65
6985,88,22
6986,92,44
6987,39,15
6988,0,90
6989,77,15
6990,27,55
6991,15,44
6992,59,56
6993,16,50
6994,46,40
6995,75,91
6996,94,59
6997,17,67
6998,94,83
6999,58,46
7000,84,4
7001,9,29
7002,72,44
7003,81,53
7004,9,75
7005,68,26
7006,87,71
7007,31,7
7008,65,55
7009,20,66
7010,24,61
7011,3,55
7012,0,93
7013,25,64
7014,88,93
7015,13,56
7016,48,46
7017,11,92
7018,2,16
7019,61,9
7020,70,32
7021,83,23
7022,67,72
7023,39,2
7024,5,5
7025,42,47
7026,60,49
7027,54,29
7028,64,96
7029,61,68
7030,51,16
7031,52,65
7032,85,78
7033,83,80
7034,90,10
7035,8,83
7036,73,38
7037,70,56
7038,83,99
7039,8,72
7040,57,29
7041,54,45
7042,2,21
7043,91,57
7044,48,31
7045,4,59
7046,90,36
7047,28,79
7048,23,32
7049,76,61
7050,97,36
7051,89,59
7052,79,16
7053,40,72
7054,35,11
7055,9,11
7056,66,99
7057,83,47
7058,83,15
7059,87,34
7060,75,10
7061,27,89
7062,61,66
7063,69,48
7064,25,16
7065,63,43
7066,25,70
7067,45,76
7068,77,30
7069,58,90
7070,71,37
7071,59,33
7072,45,64
7073,46,46
7074,17,37
7075,85,9
7076,1,58
7077,57,46
7078,37,45
7079,42,17
7080,17,87
7081,40,34
7082,31,43
7083,60,27
7084,57,29
7085,83,67
7086,19,64
7087,10,7
7088,68,19
7089,86,34
7090,33,87
7091,6,51
7092,50,73
7093,47,54
7094,40,74
7095,24,46
7096,62,44
7097,62,13
7098,88,51
7099,21,56
7100,41,0
7101,28,63
7102,27,4
7103,93,53
7104,49,0
7105,36,43
7106,12,55
7107,10,46
7108,10,2
7109,41,72
7110,71,15
7111,94,47
7112,48,32
7113,74,98
7114,14,54
7115,93,31
7116,83,79
7117,64,6
7118,24,37
7119,77,46
7120,58,60
7121,20,41
7122,12,31
7123,96,39
7124,1,2
7125,38,33
7126,18,94
7127,45,23
7128,36,6
7129,43,71
7130,79,1
7131,47,0
7132,37,79
7133,20,95
7134,16,68
7135,37,80
7136,73,58
7137,17,63
7138,47,31
7139,4,21
7140,75,43
7141,95,69
7142,50,95
7143,5,28
7144,80,66
7145,30,88
7146,34,6
7147,60,71
7148,22,23
7149,51,63
7150,0,28
7151,25,1
7152,97,2
7153,0,19
7154,8,97
7155,19,78
7156,53,68
7157,95,84
7158,49,32
7159,13,68
7160,37,24
7161,50,75
7162,10,80
7163,83,31
7164,21,47
7165,67,87
7166,17,13
7167,99,42
7168,70,9
7169,96,15
7170,67,71
7171,61,72
7172,81,5
7173,11,17
7174,81,47
7175,13,36
7176,95,5
7177,80,27
7178,61,56
7179,45,25
7180,20,0
7181,65,69
7182,22,44
7183,25,91
7184,27,74
7185,94,32
7186,51,84
7187,93,28
7188,12,23
7189,2,46
7190,96,44
7191,58,12
7192,7,76
7193,16,75
7194,82,0
7195,10,53
7196,98,4
7197,7,89
7198,22,8
7199,7,88
7200,74,73
7201,33,21
7202,30,1
7203,20,50
7204,95,69
7205,25,81
7206,24,53
7207,8,95
7208,91,17
7209,13,52
7210,53,71
7211,53,31
7212,39,34
7213,41,97
7214,7,13
7215,26,24
7216,78,22
7217,18,0
7218,95,77
7219,86,2
7220,8,35
7221,56,7
7222,44,68
7223,62,7
7224,1,53
7225,84,98
7226,6,90
7227,55,27
7228,23,99
7229,38,7
7230,80,36
7231,70,80
7232,7,22
7233,36,23
7234,82,28
7235,74,59
7236,33,94
7237,30,76
7238,51,77
7239,29,18
7240,51,87
7241,32,85
7242,17,40
7243,71,0
7244,94,97
7245,63,8
7246,60,12
7247,98,88
7248,62,12
7249,72,20
7250,43,70
7251,76,26
7252,81,25
7253,71,43
7254,91,94
7255,89,21
7256,59,31
7257,18,24
7258,14,29
7259,30,91
7260,33,63
7261,4,25
7262,85,1
7263,46,32
7264,5,45
7265,98,49
7266,14,44
7267,93,20
7268,63,24
7269,65,66
7270,23,97
7271,65,28
7272,40,14
7273,25,29
7274,73,65
7275,67,32
7276,14,82
7277,36,47
7278,70,31
7279,92,20
7280,37,87
7281,41,10
7282,79,85
7283,65,47
7284,57,28
7285,81,75
7286,55,93
7287,17,70
7288,73,3
7289,62,82
7290,54,45
7291,95,71
7292,82,44
7293,63,9
7294,83,87
7295,82,76
7296,86,13
7297,58,37
7298,71,58
7299,39,99
7300,38,88
7301,86,99
7302,79,15
7303,18,1
7304,40,14
7305,97,4
7306,30,0
7307,30,44
7308,45,59
7309,10,41
7310,72,16
7311,40,43
7312,49,44
7313,92,36
7314,72,85
7315,68,58
7316,46,64
7317,98,42
7318,35,89
7319,12,91
7320,84,75
7321,49,51
7322,23,51
7323,31,6
7324,44,75
7325,93,81
7326,69,95
7327,99,22
7328,20,14
7329,44,49
7330,11,57
7331,83,54
7332,89,28
7333,65,7
7334,11,42
7335,14,65
7336,49,23
7337,34,14
7338,74,16
7339,62,67
7340,85,54
7341,87,67
7342,86,59
7343,62,29
7344,93,30
7345,73,50
7346,73,87
7347,85,4
7348,39,33
7349,88,68
7350,47,55
7351,53,67
7352,79,41
7353,89,59
7354,4,73
7355,96,21
7356,6,2
7357,57,8
7358,56,76
7359,42,68
7360,26,84
7361,96,55
7362,80,53
7363,17,84
7364,68,74
7365,27,3
7366,28,42
7367,24,61
7368,50,58
7369,42,16
7370,47,66
7371,49,17
7372,45,39
7373,22,51
7374,85,38
7375,27,99
7376,13,41
7377,52,82
7378,50,90
7379,96,82
7380,80,24
7381,33,25
7382,24,78
7383,36,98
7384,34,45
7385,12,86
7386,57,93
7387,40,54
7388,40,59
7389,63,10
7390,70,66
7391,40,29
7392,8,80
7393,75,18
7394,38,34
7395,82,10
7396,43,2
7397,79,86
7398,20,63
7399,37,16
7400,8,18
7401,8,77
7402,37,20
7403,30,58
7404,58,4
7405,16,3
7406,88,11
7407,50,91
7408,69,57
7409,14,18
7410,55,9
7411,38,67
7412,25,72
7413,96,38
7414,17,30
7415,78,37
7416,6,41
7417,98,29
7418,34,70
7419,55,99
7420,67,93
7421,40,87
7422,61,49
7423,32,1
7424,51,72
7425,19,43
7426,59,8
7427,69,3
7428,63,6
7429,41,37
7430,29,2
7431,23,38
7432,37,55
7433,5,53
7434,82,32
7435,90,74
7436,34,91
7437,19,86
7438,99,21
7439,67,95
7440,42,6
7441,58,89
7442,25,47
7443,22,56
7444,87,61
7445,93,10
7446,58,35
7447,73,83
7448,2,43
7449,9,99
7450,96,85
7451,51,95
7452,25,37
7453,63,60
7454,88,94
7455,47,97
7456,26,82
7457,90,56
7458,73,68
7459,18,15
7460,30,32
7461,89,54
7462,47,74
7463,72,87
7464,3,1
7465,83,49
7466,40,5
7467,31,30
7468,39,87
7469,69,41
7470,38,64
7471,31,83
7472,23,69
7473,32,47
7474,43,49
7475,16,91
7476,57,95
7477,89,33
7478,95,98
7479,3,88
7480,78,6
7481,91,92
7482,26,65
7483,94,67
7484,4,37
7485,28,96
7486,32,20
7487,91,48
7488,17,82
7489,28,0
7490,55,21
7491,53,82
7492,62,39
7493,12,51
7494,48,75
7495,91,40
7496,89,9
7497,84,51
7498,50,27
7499,43,9
7500,84,0
7501,86,62
7502,9,13
7503,40,41
7504,24,9
7505,41,57
7506,77,17
7507,37,2
7508,75,95
7509,98,12
7510,97,74
7511,0,52
7512,74,6
7513,7,20
7514,88,54
7515,91,54
7516,8,95
7517,79,47
7518,87,59
7519,62,66
7520,28,90
7521,59,31
7522,97,91
7523,83,24
7524,59,39
7525,49,59
7526,22,53
7527,1,88
7528,27,10
7529,59,29
7530,0,67
7531,93,44
7532,34,55
7533,36,95
7534,33,30
7535,48,43
7536,41,6
7537,63,69
7538,47,34
7539,16,68
7540,38,60
7541,86,69
7542,47,3
7543,74,27
7544,14,72
7545,69,80
7546,94,84
7547,74,79
7548,23,23
7549,9,50
7550,31,63
7551,31,15
7552,12,48
7553,25,25
7554,11,87
7555,31,10
7556,3,25
7557,24,26
7558,12,73
7559,72,75
7560,98,56
7561,17,7
7562,31,80
7563,70,13
7564,99,23
7565,73,31
7566,81,57
7567,54,44
7568,51,88
7569,36,85
7570,21,64
7571,69,82
7572,16,78
7573,33,46
7574,9,41
7575,91,82
7576,7,75
7577,74,50
7578,45,63
7579,20,85
7580,23,87
7581,28,56
7582,95,37
7583,62,76
7584,71,75
7585,17,75
7586,58,32
7587,5,95
7588,32,75
7589,9,17
7590,42,46
7591,62,25
7592,1,47
7593,40,19
7594,29,2
7595,8,86
7596,13,28
7597,32,15
7598,6,22
7599,11,48
7600,81,36
7601,76,21
7602,52,91
7603,28,22
7604,39,85
7605,5,30
7606,67,92
7607,30,32
7608,40,75
7609,68,93
7610,20,24
7611,24,61
7612,95,69
7613,98,33
7614,24,28
7615,28,12
7616,91,44
7617,12,20
7618,81,34
7619,29,15
7620,61,51
7621,29,47
7622,88,72
7623,42,83
7624,84,68
7625,2,87
7626,4,53
7627,29,10
7628,55,78
7629,33,73
7630,78,99
7631,86,43
7632,43,13
7633,81,7
7634,39,48
7635,9,50
7636,82,66
7637,16,62
7638,90,13
7639,23,13
7640,89,48
7641,13,54
7642,51,42
7643,30,49
7644,79,0
7645,63,1
7646,12,8
7647,24,3
7648,44,73
7649,32,20
7650,4,17
7651,76,55
7652,91,96
7653,22,12
7654,39,32
7655,68,8
7656,79,50
7657,58,82
7658,44,70
7659,37,17
7660,86,61
7661,76,83
7662,19,18
7663,62,70
7664,97,31
7665,37,97
7666,3,18
7667,45,77
7668,70,24
7669,97,64
7670,57,75
7671,51,42
7672,43,86
7673,89,62
7674,50,13
7675,34,72
7676,28,96
7677,49,60
7678,5,25
7679,26,45
7680,12,4
7681,55,15
7682,7,90
7683,73,85
7684,72,71
7685,79,28
7686,6,20
7687,13,8
7688,3,13
7689,45,92
7690,87,8
7691,82,24
7692,20,18
7693,50,72
7694,64,86
7695,78,16
7696,24,87
7697,75,22
7698,42,65
7699,19,99
7700,45,11
7701,64,10
7702,36,3
7703,8,86
7704,76,66
7705,58,98
7706,50,18
7707,80,70
7708,80,21
7709,2,31
7710,66,16
7711,58,55
7712,1,56
7713,72,66
7714,15,75
7715,24,59
7716,6,55
7717,5,59
7718,77,54
7719,96,75
7720,19,89
7721,49,85
7722,23,35
7723,38,94
7724,55,40
7725,54,17
7726,69,63
7727,47,53
7728,47,27
7729,15,66
7730,46,41
7731,63,93
7732,33,63
7733,13,55
7734,43,67
7735,44,97
7736,46,11
7737,66,57
7738,98,15
7739,65,67
7740,25,24
7741,13,81
7742,8,0
7743,33,91
7744,30,33
7745,91,12
7746,39,82
7747,21,81
7748,76,40
7749,58,86
7750,29,29
7751,25,54
7752,11,31
7753,44,86
7754,91,39
7755,55,79
7756,70,0
7757,76,44
7758,71,94
7759,75,1
7760,14,81
7761,53,30
7762,14,79
7763,26,54
7764,78,33
7765,29,40
7766,79,57
7767,55,75
7768,93,97
7769,44,84
7770,26,18
7771,0,72
7772,35,4
7773,62,30
7774,25,9
7775,41,3
7776,67,24
7777,73,13
7778,39,3
7779,73,33
7780,50,38
7781,44,8
7782,52,94
7783,20,4
7784,75,2
7785,49,30
7786,47,25
7787,72,75
7788,62,20
7789,16,99
7790,56,37
7791,9,69
7792,86,29
7793,78,61
7794,98,26
7795,38,26
7796,70,23
7797,75,20
7798,26,44
7799,87,72
7800,39,17
7801,36,41
7802,46,91
7803,46,40
7804,28,41
7805,42,79
7806,63,63
7807,92,23
7808,33,68
7809,89,9
7810,92,76
7811,2,57
7812,13,9
7813,86,6
7814,56,44
7815,90,33
7816,96,90
7817,69,37
7818,63,44
7819,74,66
7820,9,74
7821,63,73
7822,94,2
7823,85,76
7824,5,65
7825,85,95
7826,67,82
7827,53,37
7828,87,88
7829,31,66
7830,50,52
7831,6,89
7832,26,14
7833,39,42
7834,23,8
7835,81,79
7836,46,35
7837,96,14
7838,18,31
7839,82,61
7840,31,85
7841,67,93
7842,56,95
7843,19,68
7844,64,98
7845,89,42
7846,97,26
7847,86,33
7848,5,91
7849,58,80
7850,64,68
7851,99,85
7852,77,53
7853,16,11
7854,9,17
7855,87,94
7856,1,71
7857,94,48
7858,72,31
7859,34,0
7860,52,93
7861,30,73
7862,35,86
7863,91,9
7864,77,44
7865,32,14
7866,40,67
7867,67,13
7868,8,67
7869,52,37
7870,0,28
7871,49,15
7872,45,79
7873,15,72
7874,9,99
7875,77,6
7876,55,0
7877,78,34
7878,17,75
7879,84,49
7880,50,94
7881,54,77
7882,53,49
7883,66,11
7884,77,29
7885,95,39
7886,67,24
7887,52,80
7888,17,10
7889,38,84
7890,81,38
7891,98,42
7892,77,60
7893,87,74
7894,79,1
7895,38,68
7896,32,83
7897,79,6
7898,25,47
7899,83,83
7900,86,68
7901,54,0
7902,7,26
7903,23,32
7904,79,7
7905,26,6
7906,46,80
7907,53,55
7908,86,91
7909,26,77
7910,74,68
7911,36,72
7912,63,62
7913,12,2
7914,54,92
7915,79,80
7916,6,59
7917,69,3
7918,58,49
7919,63,36
7920,50,26
7921,99,24
7922,14,86
7923,76,75
7924,18,23
7925,98,63
7926,0,37
7927,63,83
7928,47,59
7929,56,76
7930,94,76
7931,89,12
7932,37,54
7933,31,37
7934,49,73
7935,79,8
7936,85,3
7937,39,67
7938,76,79
7939,4,52
7940,74,0
7941,56,55
7942,43,3
7943,83,78
7944,93,47
7945,69,7
7946,40,83
7947,90,73
7948,78,18
7949,24,94
7950,85,3
7951,88,52
7952,74,51
7953,79,99
7954,40,75
7955,84,59
7956,20,4
7957,47,79
7958,97,50
7959,63,21
7960,99,45
7961,63,74
7962,44,98
7963,66,8
7964,63,57
7965,89,2
7966,57,74
7967,78,92
7968,36,26
7969,82,84
7970,25,86
7971,37,52
7972,53,70
7973,41,97
7974,48,27
7975,80,27
7976,71,49
7977,11,30
7978,34,61
7979,72,21
7980,23,94
7981,94,25
7982,36,46
7983,44,36
7984,87,30
7985,62,25
7986,73,53
7987,90,7
7988,74,71
7989,98,42
7990,55,77
7991,49,34
7992,75,68
7993,77,27
7994,90,10
7995,72,95
7996,54,58
7997,94,30
7998,76,44
7999,26,79
8000,47,45
8001,27,96
8002,71,12
8003,9,55
8004,10,28
8005,3,18
8006,97,72
8007,31,28
8008,81,53
8009,12,25
8010,40,11
8011,8,40
8012,20,27
8013,34,54
8014,80,87
8015,33,38
8016,32,94
8017,78,3
8018,87,89
8019,6,46
8020,88,74
8021,32,28
8022,36,8
8023,21,22
8024,51,68
8025,29,47
8026,28,23
8027,89,46
8028,82,56
8029,54,37
8030,68,19
8031,85,49
8032,91,81
8033,71,27
8034,74,78
8035,62,82
8036,74,21
8037,16,82
8038,15,50
8039,92,8
8040,19,58
8041,59,95
8042,14,2
8043,70,62
8044,66,9
8045,45,59
8046,72,84
8047,73,0
8048,70,87
8049,49,16
8050,98,62
8051,1,88
8052,91,19
8053,80,58
8054,26,18
8055,92,69
8056,16,74
8057,63,99
8058,6,65
8059,77,52
8060,33,31
8061,95,96
8062,44,51
8063,98,66
8064,50,39
8065,16,21
8066,8,25
8067,54,4
8068,66,6
8069,3,5
8070,77,94
8071,4,75
8072,70,48
8073,89,96
8074,96,23
8075,10,4
8076,7,45
8077,45,67
8078,16,51
8079,99,9
8080,11,74
8081,70,64
8082,72,8
8083,90,93
8084,89,57
8085,58,7
8086,24,92
8087,25,44
8088,9,25
8089,76,26
8090,57,17
8091,46,21
8092,13,84
8093,63,89
8094,68,9
8095,57,11
8096,98,74
8097,60,35
8098,71,46
8099,24,5
8100,19,97
8101,5,84
8102,7,83
8103,54,21
8104,97,92
8105,56,64
8106,43,45
8107,1,96
8108,73,26
8109,4,54
8110,64,11
8111,28,5
8112,85,1
8113,61,63
8114,99,7
8115,5,74
8116,76,25
8117,31,95
8118,14,3
8119,0,98
8120,90,81
8121,15,24
8122,28,5
8123,62,42
8124,77,61
8125,85,54
8126,16,76
8127,7,79
8128,18,59
8129,75,12
8130,70,16
8131,97,57
8132,84,21
8133,44,33
8134,82,49
8135,46,23
8136,48,4
8137,98,88
8138,94,53
